x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.36445295810699463,0.5860217809677124,-7.894555409393433e-08,0.42576831579208374,0.49693727493286133,-0.12063038349151611,0.5073786377906799,0.4090803563594818,-0.1295103281736374,0.5950733423233032,0.3598547875881195,-0.11025707423686981,0.6515302658081055,0.34050601720809937,-0.06909236311912537,0.44719868898391724,0.26791346073150635,-0.017652923241257668,0.5908356308937073,0.26430192589759827,-0.04943917319178581,0.565851628780365,0.33250531554222107,-0.05756499618291855,0.5223093032836914,0.3666190207004547,-0.04722615331411362,0.4714727997779846,0.32103487849235535,0.05432097986340523,0.6055768728256226,0.3200840950012207,0.006349711213260889,0.5651398301124573,0.4010387063026428,-0.011857960373163223,0.5149741768836975,0.43202823400497437,0.0001624107244424522,0.5021858215332031,0.3762659728527069,0.10923893004655838,0.5987899303436279,0.38215598464012146,0.05339774861931801,0.5539951920509338,0.44769027829170227,0.02745833992958069,0.5107744932174683,0.4542087912559509,0.03532916679978371,0.5238311290740967,0.40742406249046326,0.15750594437122345,0.5826741456985474,0.421392023563385,0.1151638850569725,0.5508696436882019,0.4625149071216583,0.08801359683275223,0.5136383175849915,0.4668263792991638,0.08495885878801346,rock
0.40317827463150024,0.5724084973335266,1.3892676520299574e-07,0.48785528540611267,0.6225544214248657,-0.06914100050926208,0.5787111520767212,0.6160736083984375,-0.09266645461320877,0.651382565498352,0.6027340292930603,-0.09783834964036942,0.6751633882522583,0.5625906586647034,-0.08964991569519043,0.5796053409576416,0.44758814573287964,-0.08360233157873154,0.6806829571723938,0.5191693305969238,-0.1079983115196228,0.6280171871185303,0.5643557906150818,-0.10846810787916183,0.5816769599914551,0.5618798732757568,-0.10135116428136826,0.5712831616401672,0.4221496880054474,-0.04738243296742439,0.6680164933204651,0.5043271780014038,-0.07504718750715256,0.6186181306838989,0.547894299030304,-0.07597566395998001,0.5794803500175476,0.5391206741333008,-0.07029959559440613,0.5659409165382385,0.42003393173217773,-0.013781063258647919,0.6465640068054199,0.5015174746513367,-0.031717926263809204,0.6023781299591064,0.5363089442253113,-0.022523147985339165,0.5700079798698425,0.5253199338912964,-0.01165641751140356,0.5621857643127441,0.4221659302711487,0.014951356686651707,0.6192741394042969,0.49019426107406616,0.008650250732898712,0.5919024348258972,0.5105208158493042,0.014295368455350399,0.568233072757721,0.49828124046325684,0.0204525887966156,rock
0.6157039403915405,0.7004969716072083,-3.369479486536875e-07,0.5602874755859375,0.7014076113700867,0.020593401044607162,0.529872715473175,0.678043007850647,0.03133061155676842,0.5244222283363342,0.647578239440918,0.03892827033996582,0.5345923900604248,0.6262737512588501,0.04798655956983566,0.4946758449077606,0.6499864459037781,0.028801938518881798,0.4953461289405823,0.6255162954330444,0.04450611025094986,0.5134872198104858,0.6276886463165283,0.055810101330280304,0.5237905383110046,0.6346885561943054,0.062334008514881134,0.5113301277160645,0.624053955078125,0.022023094817996025,0.5028814673423767,0.5936583280563354,0.04044219106435776,0.5202723145484924,0.6023751497268677,0.05029622092843056,0.5322893261909485,0.6141462922096252,0.05462146922945976,0.5370692014694214,0.606570303440094,0.017146598547697067,0.5280503034591675,0.5798178911209106,0.034331630915403366,0.5434849858283997,0.5908821821212769,0.04230406507849693,0.5550485849380493,0.6044893264770508,0.04341314733028412,0.5687900185585022,0.5970954298973083,0.013800843618810177,0.5615503191947937,0.5822657942771912,0.030407806858420372,0.5707725882530212,0.5933451652526855,0.04122523218393326,0.5784812569618225,0.6059839725494385,0.04656640812754631,rock
0.5213791131973267,0.74676114320755,-2.786981383451348e-07,0.4651986360549927,0.8006691336631775,-0.23377719521522522,0.35415494441986084,0.7853503227233887,-0.3342120051383972,0.23719555139541626,0.7751623392105103,-0.38263845443725586,0.16274529695510864,0.7714791893959045,-0.4093550741672516,0.3464312255382538,0.5263129472732544,-0.2324780970811844,0.14654886722564697,0.6205965280532837,-0.2786657214164734,0.21248221397399902,0.7089536190032959,-0.27747446298599243,0.28435206413269043,0.7091042995452881,-0.26598700881004333,0.3426488935947418,0.5162649750709534,-0.11882192641496658,0.15777742862701416,0.6342066526412964,-0.17958606779575348,0.22770178318023682,0.7103140354156494,-0.18072526156902313,0.2984970510005951,0.6997430324554443,-0.16588041186332703,0.32633888721466064,0.5321771502494812,-0.020692890509963036,0.18713326752185822,0.6406092643737793,-0.0738753229379654,0.2402692288160324,0.7065199017524719,-0.08338795602321625,0.2987405061721802,0.6864993572235107,-0.07748004794120789,0.299599289894104,0.5491294264793396,0.061428118497133255,0.20902405679225922,0.6111763715744019,0.025936298072338104,0.24472767114639282,0.6593024134635925,0.009273791685700417,0.2996966242790222,0.662279486656189,0.00873631052672863,rock
0.6239947080612183,0.7294685244560242,-1.6615499021099822e-07,0.5667823553085327,0.7185951471328735,-0.15596219897270203,0.5010049343109131,0.6781724691390991,-0.20163704454898834,0.4407791495323181,0.6388196349143982,-0.21009480953216553,0.38242554664611816,0.6136009693145752,-0.20667687058448792,0.4648243486881256,0.5229589343070984,-0.1107896938920021,0.33484697341918945,0.5909569263458252,-0.14148972928524017,0.352703720331192,0.6557058691978455,-0.15872591733932495,0.39453810453414917,0.6772200465202332,-0.15980233252048492,0.4639069736003876,0.5432330965995789,-0.0293726846575737,0.34169137477874756,0.5949478149414062,-0.06177832931280136,0.3764422535896301,0.6636375784873962,-0.08011487126350403,0.4175514578819275,0.6922930479049683,-0.07855401933193207,0.46069592237472534,0.5682026147842407,0.03959951549768448,0.36772653460502625,0.6168171167373657,-0.0006242129020392895,0.3938851058483124,0.6765028834342957,-0.02887827157974243,0.42827215790748596,0.6955980658531189,-0.030495382845401764,0.45587602257728577,0.589488685131073,0.09824398159980774,0.3911992311477661,0.6221133470535278,0.06746268272399902,0.40695884823799133,0.655388593673706,0.046213679015636444,0.4331437051296234,0.6700972318649292,0.04449127987027168,rock
0.2441374659538269,0.538399338722229,-1.4441367568451824e-07,0.2875579595565796,0.5115094184875488,-0.11288925260305405,0.3752148151397705,0.5096970796585083,-0.15040472149848938,0.4696948230266571,0.554490327835083,-0.16508223116397858,0.5433201193809509,0.5918014049530029,-0.16181981563568115,0.4593905210494995,0.3625194728374481,-0.06932973861694336,0.5423386693000793,0.42343494296073914,-0.1175420731306076,0.47663623094558716,0.4703422784805298,-0.1364772617816925,0.42450687289237976,0.4710061550140381,-0.1404113918542862,0.4846799671649933,0.42491474747657776,-0.02331480011343956,0.5777542591094971,0.4743175506591797,-0.0838347002863884,0.4891287684440613,0.5126944780349731,-0.10425779223442078,0.4384201765060425,0.5050958395004272,-0.10124316811561584,0.4944422245025635,0.49003082513809204,0.010294843465089798,0.5617311000823975,0.5376957654953003,-0.05312976613640785,0.48642805218696594,0.5620718002319336,-0.05886482074856758,0.4453977346420288,0.5453022718429565,-0.04504501074552536,0.4911479353904724,0.5385964512825012,0.03636028990149498,0.5296463966369629,0.5809626579284668,-0.010624408721923828,0.47516652941703796,0.5964298844337463,-0.017855236306786537,0.44352859258651733,0.583840012550354,-0.010955700650811195,rock
0.15105769038200378,0.2881741523742676,-3.2327193366654683e-07,0.21121221780776978,0.28867068886756897,-0.030605237931013107,0.26783254742622375,0.31731748580932617,-0.044497374445199966,0.2991064190864563,0.3639669418334961,-0.05863340198993683,0.29188066720962524,0.4084049463272095,-0.06689754873514175,0.290138840675354,0.3802223205566406,0.006070332136005163,0.32510387897491455,0.43569210171699524,-0.025488626211881638,0.30925649404525757,0.41402703523635864,-0.04523353651165962,0.2906111180782318,0.3880062997341156,-0.052769940346479416,0.25989142060279846,0.3958674669265747,0.010034785605967045,0.2863538861274719,0.44997653365135193,-0.025802047923207283,0.2658214271068573,0.40851926803588867,-0.042061544954776764,0.2519141435623169,0.3781452476978302,-0.043237797915935516,0.22884735465049744,0.40618664026260376,0.006521600764244795,0.2506832480430603,0.45048242807388306,-0.029919086024165154,0.2371399998664856,0.4077414274215698,-0.03453134372830391,0.2260880023241043,0.3750717341899872,-0.026259638369083405,0.1949974149465561,0.41375261545181274,0.0003349624457769096,0.2158229947090149,0.4458805024623871,-0.022847922518849373,0.20888151228427887,0.41709890961647034,-0.023940570652484894,0.19856061041355133,0.39145269989967346,-0.01776081696152687,rock
0.5948346853256226,0.32790982723236084,-5.638373750116443e-07,0.4980221092700958,0.2946140468120575,-0.08076905459165573,0.4188385605812073,0.22423332929611206,-0.0719272792339325,0.36895227432250977,0.1928103268146515,-0.03513093665242195,0.37523049116134644,0.192533940076828,0.0166427344083786,0.4981631636619568,0.07841125130653381,-0.014753471128642559,0.38789355754852295,0.11907389014959335,-0.006617799401283264,0.4082036018371582,0.17540347576141357,-0.012646608054637909,0.4461372494697571,0.17933958768844604,-0.014624428935348988,0.5234495997428894,0.10620085895061493,0.04202881455421448,0.40042343735694885,0.14384903013706207,0.06637205183506012,0.42443788051605225,0.18673542141914368,0.06532502919435501,0.4603782892227173,0.1915684938430786,0.06055004149675369,0.5290347337722778,0.13857819139957428,0.08990734815597534,0.4224017858505249,0.17514954507350922,0.10985065251588821,0.43824994564056396,0.20662204921245575,0.09414931386709213,0.46848738193511963,0.20482251048088074,0.08096076548099518,0.530917227268219,0.16899250447750092,0.13016758859157562,0.4522945284843445,0.18892502784729004,0.14852410554885864,0.4702382981777191,0.21018187701702118,0.14183373749256134,0.49462616443634033,0.2179749310016632,0.13685695827007294,rock
0.6570152044296265,0.6640474796295166,-5.838230094923347e-07,0.5615625381469727,0.7157388925552368,-0.020147070288658142,0.4700264036655426,0.7101981043815613,-0.009989388287067413,0.4101405441761017,0.6928618550300598,0.011648381128907204,0.4000359773635864,0.6753053665161133,0.03782423585653305,0.4457179605960846,0.5782782435417175,0.0023656224366277456,0.3994859457015991,0.6423336863517761,0.04117462411522865,0.43529313802719116,0.6693941354751587,0.05491921305656433,0.4644921123981476,0.6698541045188904,0.05726192891597748,0.4803397059440613,0.5486721992492676,0.025923030450940132,0.4270663261413574,0.6251548528671265,0.07734694331884384,0.45423901081085205,0.6503993272781372,0.08538147062063217,0.48291340470314026,0.6494044065475464,0.0772630050778389,0.5094287395477295,0.5452885627746582,0.05215568467974663,0.46234986186027527,0.6091791987419128,0.09889231622219086,0.4763125777244568,0.6309264898300171,0.09801512956619263,0.5023812651634216,0.6345081925392151,0.0829419493675232,0.535646915435791,0.5513768196105957,0.07612505555152893,0.49349886178970337,0.5957359671592712,0.10852748900651932,0.5076574683189392,0.6145741939544678,0.1158883348107338,0.529057502746582,0.6243879795074463,0.11421562731266022,rock
0.11728619039058685,0.6430034637451172,-5.407530352385947e-07,0.194874569773674,0.5825592279434204,-0.12198050320148468,0.28511402010917664,0.5899244546890259,-0.19297902286052704,0.32032644748687744,0.6872472763061523,-0.23973485827445984,0.3005349338054657,0.7998763918876648,-0.26822465658187866,0.4382750391960144,0.6945294737815857,-0.17019499838352203,0.41035735607147217,0.7269882559776306,-0.24462124705314636,0.32928869128227234,0.6873462200164795,-0.2589327096939087,0.2974378168582916,0.6782094836235046,-0.26496705412864685,0.4188123345375061,0.7817204594612122,-0.13909120857715607,0.3357987701892853,0.7935988306999207,-0.21481624245643616,0.24981823563575745,0.7224189043045044,-0.21210601925849915,0.2506565451622009,0.7163116931915283,-0.20501896739006042,0.3691062331199646,0.8419553637504578,-0.11789686232805252,0.2751409709453583,0.8466984033584595,-0.20372703671455383,0.21929240226745605,0.761684238910675,-0.1859186738729477,0.23979657888412476,0.7498494982719421,-0.164797842502594,0.3035835027694702,0.8824182748794556,-0.10533077269792557,0.2352183759212494,0.8668365478515625,-0.17100298404693604,0.19791528582572937,0.7968632578849792,-0.1718752384185791,0.2210806906223297,0.7803495526313782,-0.16450616717338562,rock
